Application_mode,Course,Previous_qualification,Previous_qualification_grade,Mothers_occupation,Admission_grade,Displaced,Debtor,Tuition_fees_up_to_date,Gender,Scholarship_holder,Age_at_enrollment,GDP,Status,Curricular_units_credited_avg,Curricular_units_enrolled_avg,Curricular_units_evaluations_avg,Curricular_units_approved_avg,Curricular_units_grade_avg,Curricular_units_without_evaluations_avg
1,171,1,156.0,2,147.7,1,0,1,0,0,21,3.51,Graduate,5.0,11.5,13.5,11.5,15.166666666666668,0.0
1,9500,1,125.0,3,115.6,1,0,1,0,0,18,-0.92,Enrolled,0.0,7.0,9.0,6.0,11.98333333333333,0.0
1,9147,1,130.0,9,117.8,0,0,1,0,0,18,0.32,Enrolled,0.0,5.0,8.5,2.5,10.666666666666668,0.0
43,9003,1,125.0,4,125.0,1,0,1,0,0,21,-4.06,Graduate,7.5,13.0,22.0,8.5,11.625,1.0
1,9147,1,127.0,5,129.8,1,0,1,0,0,22,0.32,Dropout,0.0,5.0,9.5,2.5,10.166666666666668,0.0
17,9254,1,121.0,4,123.1,1,0,1,1,0,21,0.32,Enrolled,0.0,6.0,12.5,4.5,12.916666666666666,0.0
43,9070,1,135.0,9,122.8,1,0,1,1,1,20,1.74,Enrolled,0.0,6.0,8.0,2.5,11.166666666666668,0.0
1,171,1,125.0,9,117.3,1,0,1,1,1,21,1.74,Graduate,0.0,0.0,0.0,0.0,0.0,0.0
1,9254,1,138.0,9,126.5,1,0,1,0,1,20,3.51,Graduate,0.0,6.0,7.5,5.5,12.32857142857143,0.0
1,9500,1,136.0,9,123.0,1,0,1,0,0,19,1.74,Graduate,0.0,8.0,8.0,7.0,14.328571428571427,0.0
1,9238,1,142.0,5,127.7,0,0,1,0,1,20,0.79,Graduate,0.0,6.0,6.5,6.0,15.666666666666666,0.0
1,9085,1,129.0,9,117.5,1,0,1,0,0,19,-1.7,Graduate,0.0,5.0,7.0,5.0,13.0,0.5
1,9085,1,134.0,2,128.4,1,0,1,0,1,18,-3.12,Graduate,0.0,5.0,10.0,4.5,13.053571428571429,1.0
17,9853,1,123.0,2,124.1,1,0,1,0,0,18,-4.06,Dropout,0.0,6.0,6.5,1.5,12.25,0.0
39,9991,1,150.0,9,140.9,0,0,1,0,0,24,1.74,Dropout,0.0,5.0,7.0,3.0,10.583333333333332,0.0
1,9254,1,129.0,4,126.2,0,1,0,0,1,21,3.51,Dropout,0.0,6.0,7.5,6.0,12.380952380952381,0.0
1,9500,1,134.0,8,120.5,1,0,1,1,1,18,-4.06,Graduate,0.0,7.5,12.5,5.5,11.292333333333332,0.0
17,9147,1,127.0,4,121.1,1,0,1,1,1,20,2.02,Graduate,0.0,5.0,8.0,4.5,12.4,0.0
18,9853,1,123.0,9,123.7,1,1,0,0,0,20,1.74,Dropout,0.0,6.0,9.5,4.5,11.975,0.0
17,9254,1,127.0,5,116.9,1,1,1,0,0,18,1.79,Dropout,0.0,6.0,8.5,4.5,12.225,0.0
39,9556,1,133.1,9,100.0,1,0,1,0,1,25,3.51,Graduate,0.0,7.0,10.0,5.5,12.368571428571428,0.0
17,9238,1,131.0,5,120.2,1,0,1,0,1,19,0.79,Enrolled,0.0,6.0,7.5,5.5,11.083333333333334,0.0
39,33,1,120.0,9,153.8,0,1,1,1,0,35,2.02,Dropout,0.0,7.0,8.5,0.0,0.0,0.0
1,9500,1,133.0,9,120.1,1,0,1,0,1,19,0.79,Graduate,0.0,7.5,8.5,7.0,13.214285714285715,0.0
1,9670,1,133.0,9,128.1,1,0,1,1,1,18,0.79,Dropout,0.0,6.0,6.0,6.0,13.0,0.0
1,9500,1,143.0,3,126.8,0,0,1,1,0,19,1.74,Graduate,0.0,8.0,8.0,7.0,14.535714285714286,0.0
43,9500,1,140.0,9,125.7,1,0,1,1,1,19,0.32,Enrolled,0.0,7.0,8.0,5.0,11.2,0.0
17,9070,1,157.0,3,146.2,0,0,1,1,0,18,1.79,Graduate,0.0,6.0,6.0,6.0,14.833333333333332,0.0
39,9130,19,133.1,9,140.0,1,1,1,1,0,24,-0.92,Dropout,0.0,6.0,14.0,4.0,12.904761904761905,0.0
43,8014,1,145.0,0,134.5,1,0,1,1,0,25,-3.12,Graduate,7.0,12.0,21.5,9.5,11.415178571428571,0.0
39,9119,1,130.0,9,137.0,1,0,1,1,0,28,0.32,Enrolled,0.0,5.0,11.5,4.0,10.75,2.0
1,9085,1,111.0,5,107.5,0,0,1,1,1,19,2.02,Graduate,0.0,6.0,10.5,5.5,13.75,0.0
17,9119,1,116.0,9,112.2,0,0,1,1,0,19,-0.92,Dropout,0.0,5.0,0.0,0.0,0.0,0.0
39,9130,10,133.1,90,128.2,0,0,0,1,1,30,-3.12,Dropout,0.0,5.0,9.0,0.0,0.0,4.0
1,9500,1,135.0,4,126.8,1,0,1,1,0,19,-4.06,Dropout,0.0,7.0,8.5,0.0,0.0,0.0
17,9147,1,145.0,4,132.1,1,0,1,1,0,21,2.02,Dropout,0.0,5.0,7.5,0.5,5.0,0.0
1,171,1,118.0,3,110.0,0,0,1,1,0,19,0.79,Dropout,0.0,0.0,0.0,0.0,0.0,0.0
39,9003,1,130.0,9,100.0,0,0,0,1,0,29,0.79,Dropout,0.0,6.0,7.5,0.0,0.0,0.0
1,9670,1,115.0,9,114.3,0,0,1,1,0,18,1.79,Dropout,0.0,6.0,6.5,4.0,12.8,0.0
1,9147,1,122.0,4,116.4,0,0,1,1,0,21,-4.06,Enrolled,0.0,5.0,9.5,3.0,11.125,0.0
42,9070,1,120.0,3,116.9,0,0,1,1,0,20,0.79,Dropout,5.0,7.0,10.5,5.5,11.8125,0.0
51,9991,1,120.0,5,128.2,0,1,1,1,0,24,1.79,Enrolled,3.0,10.0,13.0,8.0,11.634920634920634,0.0
17,9773,1,120.0,2,127.0,1,0,0,1,0,18,3.51,Dropout,0.0,6.0,3.0,0.0,0.0,0.0
42,9003,1,140.0,4,140.0,1,0,1,1,0,23,-4.06,Enrolled,0.0,6.0,13.0,5.0,12.071428571428571,0.0
1,9147,1,127.0,1,120.0,1,0,1,1,0,19,3.51,Graduate,0.0,5.0,7.0,4.0,12.633333333333333,0.0
7,9254,3,110.0,3,110.0,0,0,1,1,0,35,-0.92,Dropout,0.0,6.0,6.5,0.0,0.0,0.0
1,9500,1,148.0,9,127.0,1,0,1,1,0,20,1.74,Graduate,0.0,8.0,8.0,7.0,12.84142857142857,0.0
39,9238,42,170.0,8,159.5,0,0,1,1,0,33,3.51,Dropout,0.0,5.5,5.5,0.0,0.0,0.0
1,9773,1,146.0,4,135.2,1,0,1,1,0,18,-3.12,Graduate,0.0,6.0,6.5,6.0,13.5,0.0
1,9773,1,127.0,4,122.8,1,0,1,1,0,20,1.79,Enrolled,0.0,6.0,8.0,4.5,12.083333333333332,0.0
17,9773,1,125.0,2,118.0,1,0,1,1,0,19,0.79,Dropout,0.0,6.0,13.0,3.5,10.9,0.0
17,9773,1,139.0,4,123.6,1,0,1,1,0,18,0.32,Dropout,0.0,6.0,9.0,3.0,6.5,0.0
39,9991,1,133.1,7,111.0,0,0,0,1,0,28,3.51,Dropout,0.0,5.0,0.0,0.0,0.0,0.0
1,9147,1,146.0,1,144.6,0,0,1,1,0,18,-0.92,Graduate,0.0,5.0,5.5,5.0,13.166666666666668,0.0
1,9773,1,109.0,3,111.8,1,1,1,1,0,25,-4.06,Dropout,0.0,6.0,8.5,6.0,11.571428571428571,0.0
1,9238,1,135.0,4,122.1,0,1,0,1,0,19,3.51,Dropout,0.0,6.0,6.0,4.5,11.25,0.0
18,9070,1,122.0,5,119.9,0,0,1,1,0,18,-3.12,Graduate,0.0,6.0,7.0,4.5,10.875,0.0
7,9003,3,130.0,6,130.0,1,0,1,1,0,29,0.79,Graduate,1.5,6.0,9.5,6.0,16.341269841269842,0.0
1,171,1,124.0,3,118.4,1,0,1,1,0,18,0.32,Enrolled,0.0,0.0,0.0,0.0,0.0,0.0
1,9254,1,115.0,4,112.6,0,0,1,1,1,20,3.51,Graduate,0.0,6.0,7.5,6.0,12.369047619047619,0.0
44,9003,39,150.0,2,150.0,0,0,1,1,0,20,-4.06,Dropout,0.0,6.0,7.0,0.0,0.0,0.0
1,9070,1,170.0,2,165.8,1,0,1,1,0,18,-3.12,Graduate,0.0,6.0,6.5,6.0,14.833333333333332,0.0
1,9254,1,102.0,2,101.7,1,0,1,1,1,21,1.79,Graduate,0.0,6.0,6.0,6.0,12.916666666666668,0.0
17,9254,1,140.0,2,124.3,0,0,0,1,0,18,-3.12,Dropout,0.0,6.0,11.5,3.5,10.6,0.0
1,9119,1,135.0,90,122.1,1,0,1,1,0,20,0.32,Graduate,0.0,5.0,7.5,3.5,11.458333333333332,0.0
43,8014,1,148.0,9,134.7,0,0,1,0,0,23,-4.06,Enrolled,6.5,12.0,13.5,8.0,11.285714285714285,0.0
39,9991,1,140.0,9,154.5,0,0,1,0,0,26,-0.92,Dropout,0.0,3.0,5.0,0.0,0.0,0.0
17,9670,1,147.0,8,128.8,0,1,1,0,0,19,-3.12,Dropout,0.0,5.0,5.0,0.5,5.0,0.0
39,9556,1,140.0,9,106.0,1,1,0,0,1,24,3.51,Dropout,0.5,7.5,14.5,5.0,12.18,0.0
1,9670,1,157.0,9,146.2,1,0,1,0,1,20,2.02,Graduate,0.0,6.0,7.5,6.0,14.982142857142858,0.0
17,9991,1,120.0,9,116.9,1,1,0,0,0,26,1.74,Dropout,0.0,5.0,5.5,0.0,0.0,0.0
39,9147,12,133.1,7,118.2,0,0,1,0,0,31,1.74,Dropout,0.0,5.0,8.5,2.5,12.625,1.0
43,9500,1,140.0,9,105.7,1,0,1,0,0,27,-3.12,Graduate,0.0,8.0,8.0,8.0,13.81375,0.0
1,9085,1,130.0,9,126.9,0,1,1,0,0,24,2.02,Graduate,0.0,6.0,10.5,6.0,13.080357142857142,0.0
44,9085,39,150.0,194,150.0,1,0,1,0,0,23,3.51,Enrolled,0.0,6.0,11.5,4.0,11.85,0.0
1,9500,1,115.0,9,108.4,1,0,1,0,1,20,0.79,Graduate,0.0,7.5,8.5,7.5,12.503472222222221,0.0
1,9500,1,118.0,5,114.2,1,0,1,0,0,20,2.02,Graduate,0.0,7.5,10.0,6.0,13.399999999999999,0.0
39,9500,1,130.0,9,140.0,1,0,1,0,0,24,-1.7,Graduate,0.0,8.0,8.0,7.0,14.985714285714286,0.0
39,9147,1,130.0,9,142.5,0,0,1,0,0,39,2.02,Enrolled,0.0,5.0,8.0,4.0,11.375,0.0
1,9773,1,130.0,3,126.5,1,0,1,0,0,18,-1.7,Graduate,0.0,6.0,7.0,4.5,12.55,0.0
17,9085,1,120.0,9,111.3,0,0,1,0,0,20,2.02,Dropout,0.0,6.0,0.0,0.0,0.0,0.0
1,9500,1,130.0,4,125.1,1,0,1,0,0,18,-4.06,Graduate,0.0,7.5,10.0,7.5,13.7205,0.0
1,9500,1,141.0,9,126.3,1,0,1,0,0,19,-4.06,Graduate,0.0,7.5,9.0,7.5,14.03875,0.0
17,9085,1,138.0,4,142.2,1,0,1,0,0,18,1.74,Graduate,0.0,5.0,6.0,5.0,13.2,0.0
1,9670,1,113.0,9,110.2,1,0,1,0,0,22,0.32,Enrolled,0.0,5.0,6.5,3.5,12.333333333333332,0.0
17,9500,1,135.0,4,127.0,1,0,1,0,0,18,2.02,Graduate,0.0,7.5,7.5,7.5,14.180892857142858,0.0
1,9238,1,137.0,4,128.6,0,0,1,0,1,18,1.79,Graduate,0.0,6.0,6.5,6.0,12.833333333333332,0.0
39,9991,1,133.1,9,130.4,0,0,1,0,0,30,-1.7,Enrolled,0.0,5.0,9.0,4.0,10.533333333333333,0.0
43,9238,12,100.0,9,134.4,0,0,1,0,0,34,0.32,Graduate,10.0,14.5,16.5,12.5,12.172077922077921,0.5
39,8014,19,133.1,9,100.0,0,0,1,0,0,38,0.79,Dropout,0.0,6.0,8.5,2.0,11.125,0.0
1,9500,1,142.0,7,133.0,1,0,1,0,1,19,-3.12,Graduate,0.0,8.0,8.0,8.0,14.11,0.0
17,9853,1,140.0,5,126.7,1,0,1,0,0,19,1.74,Dropout,0.0,6.0,9.5,4.0,11.533333333333333,0.0
43,9773,1,129.0,4,129.0,0,0,0,0,0,21,1.74,Dropout,0.0,6.0,6.5,6.0,12.0,0.0
17,9773,1,141.0,2,133.7,1,0,1,0,1,18,2.02,Graduate,0.0,6.0,6.0,6.0,14.166666666666668,0.0
17,9085,1,118.0,4,122.2,1,0,1,0,1,20,0.79,Graduate,0.0,6.0,7.0,6.0,14.464285714285715,0.0
17,9147,1,131.0,5,128.9,0,0,1,0,1,18,-0.92,Graduate,0.0,5.0,9.0,5.0,11.5,2.0
1,9070,1,161.0,5,154.4,1,0,1,0,0,18,-0.92,Graduate,0.0,6.0,6.0,6.0,14.083333333333332,0.0
7,9556,2,130.0,9,130.0,1,0,1,0,1,36,-1.7,Dropout,0.0,7.0,8.0,0.5,4.9,0.0
17,9147,1,121.0,6,113.0,1,0,1,0,1,18,0.79,Graduate,0.0,5.0,10.5,4.0,10.857142857142858,0.0
43,9130,6,133.1,4,123.3,1,0,1,0,1,21,0.32,Dropout,0.0,5.0,6.0,0.0,0.0,0.0
44,9130,39,130.0,9,130.0,1,1,1,0,1,21,0.79,Dropout,1.0,6.0,12.5,2.0,12.666666666666668,0.0
15,9085,1,133.1,4,101.3,0,0,1,0,0,18,2.02,Graduate,0.0,6.0,14.0,6.0,12.625,0.0
17,9670,1,120.0,4,113.7,1,0,1,0,0,18,-3.12,Graduate,0.0,5.0,6.0,4.0,11.325,0.0
1,9500,1,140.0,9,138.8,1,0,1,0,0,19,0.32,Graduate,0.0,7.0,7.0,6.0,12.766666666666666,0.0
39,9003,19,133.1,9,140.0,0,1,1,0,0,29,2.02,Graduate,0.0,6.0,8.5,5.5,12.633333333333333,0.0
44,9147,39,130.0,9,130.0,0,0,1,0,1,20,2.02,Graduate,3.0,6.0,6.5,6.0,13.2,0.0
17,9500,1,140.0,9,132.5,1,0,1,0,0,18,0.32,Graduate,0.0,7.0,7.0,6.0,14.316666666666668,0.0
1,9085,1,124.0,4,117.4,1,0,1,0,0,19,1.74,Graduate,0.0,5.0,6.0,4.5,12.375,0.0
1,9147,1,115.0,3,109.8,1,0,1,0,1,19,3.51,Graduate,0.0,5.0,5.0,5.0,13.0,0.0
39,8014,1,100.0,9,116.5,0,1,0,0,0,37,3.51,Dropout,0.0,5.5,5.5,0.0,0.0,0.0
1,9085,1,162.0,9,165.2,1,0,1,0,1,18,1.74,Graduate,0.0,5.0,5.5,4.5,14.775,0.0
1,9853,1,121.0,7,113.0,1,0,1,0,0,21,-1.7,Dropout,0.0,6.0,10.0,3.0,11.7,0.0
17,9238,1,125.0,144,123.3,0,0,1,0,1,19,1.79,Graduate,0.0,6.0,7.5,6.0,11.916666666666668,0.0
17,9670,1,123.0,3,116.7,0,0,1,0,0,19,-3.12,Graduate,0.0,5.0,5.0,5.0,13.7,0.0
39,9991,39,140.0,9,110.0,0,0,1,0,1,35,-1.7,Enrolled,0.0,5.0,8.0,4.0,11.733333333333334,0.0
39,9500,1,133.1,9,118.9,0,0,1,0,0,30,0.79,Dropout,0.0,7.5,0.0,0.0,0.0,0.0
43,9773,1,120.0,0,103.6,1,0,1,0,0,27,-3.12,Dropout,4.0,7.5,12.0,6.0,12.442857142857143,0.0
1,9254,1,136.0,9,122.7,0,0,1,0,1,45,0.32,Dropout,0.0,6.0,13.0,3.0,11.0,0.0
39,8014,1,133.1,9,113.5,0,0,1,0,1,50,-1.7,Graduate,2.5,8.0,9.5,7.5,12.482142857142858,0.0
42,9147,1,110.0,9,128.2,0,0,1,0,0,41,-3.12,Graduate,6.5,12.0,18.0,10.5,12.825,1.5
43,9500,1,120.0,9,120.0,1,0,1,0,0,26,0.32,Enrolled,0.0,7.0,8.0,6.0,12.0,0.0
39,9003,19,133.1,9,130.0,0,0,1,0,0,44,2.02,Dropout,0.0,6.0,8.0,0.5,6.0,0.0
7,9147,40,110.0,9,110.0,0,0,1,0,0,23,-4.06,Graduate,7.5,12.5,12.5,10.0,11.032967032967033,0.0
51,33,1,130.0,9,117.7,0,0,1,0,0,34,2.02,Dropout,7.5,11.0,11.5,7.5,11.5,0.0
1,9147,1,102.0,9,99.6,1,0,1,0,1,21,2.02,Graduate,0.0,5.0,8.5,5.0,14.057142857142857,0.0
43,9147,1,127.0,3,117.9,1,0,1,0,0,22,0.32,Dropout,0.0,5.0,8.0,1.5,11.5,0.0
39,8014,1,133.1,9,113.0,0,0,1,0,1,32,-0.92,Graduate,0.0,6.0,12.5,4.0,10.916666666666668,0.0
17,9556,1,137.0,7,124.4,1,0,1,0,0,20,-4.06,Graduate,0.0,7.5,8.0,7.5,13.676785714285714,0.0
7,8014,3,130.0,90,140.0,0,0,0,0,0,59,1.74,Dropout,9.0,11.5,15.0,10.0,13.104166666666668,0.0
53,9147,42,130.0,175,132.4,0,0,1,0,0,30,3.51,Enrolled,4.5,10.0,18.0,9.0,11.91111111111111,0.0
1,9254,1,131.0,9,124.0,1,0,1,0,1,18,-3.12,Graduate,0.0,6.0,8.0,6.0,11.083333333333334,0.0
39,9991,1,162.0,9,132.0,0,1,1,1,0,25,0.32,Enrolled,0.0,5.0,7.5,4.0,11.5,0.0
43,9991,1,140.0,5,149.8,0,0,1,1,0,36,-1.7,Graduate,0.0,5.0,5.5,5.0,13.8,0.0
7,9556,43,160.0,9,160.0,0,0,1,1,0,36,2.02,Dropout,0.0,7.0,14.5,0.5,6.0,0.5
17,9670,1,117.0,0,114.6,0,0,0,1,0,19,1.74,Dropout,0.0,6.0,10.0,3.5,10.708333333333332,0.0
39,9991,1,150.0,4,120.0,0,0,1,1,0,25,-3.12,Graduate,0.0,5.0,6.0,4.5,11.25,0.0
39,9003,19,133.1,9,100.0,0,0,1,1,0,35,-4.06,Graduate,14.0,15.5,16.5,15.5,11.585470085470085,0.0
1,9238,1,125.0,5,128.5,0,0,1,1,0,20,-0.92,Dropout,0.0,6.0,10.0,0.5,7.0,0.0
39,9003,1,130.0,9,113.0,1,0,0,1,0,35,-4.06,Dropout,0.0,6.0,12.5,0.5,6.5,0.0
1,9238,1,170.0,0,150.8,1,0,1,0,0,27,0.32,Dropout,0.0,6.0,13.5,1.5,11.0,0.0
17,9500,1,132.0,9,130.8,1,0,1,0,0,18,1.74,Enrolled,0.0,8.0,8.0,7.0,13.68142857142857,0.0
43,9500,1,133.1,9,114.5,0,0,1,0,0,23,-0.92,Enrolled,0.0,7.0,9.0,6.0,12.358333333333334,0.0
17,8014,1,120.0,5,114.8,1,0,1,0,0,19,1.74,Graduate,0.0,6.0,8.0,4.0,10.875,0.0
17,9500,1,126.0,7,126.2,1,0,1,0,1,18,2.02,Enrolled,0.0,7.0,9.0,5.5,12.370000000000001,0.0
39,9500,1,130.0,3,129.0,0,1,0,0,0,26,1.79,Dropout,0.0,7.0,10.5,4.5,12.213333333333335,0.0
17,9238,1,133.1,9,110.5,0,0,1,0,0,19,-0.92,Graduate,0.0,6.0,8.5,6.0,14.125,0.0
1,9500,1,141.0,7,132.5,1,0,0,0,0,19,-1.7,Dropout,0.0,7.5,0.0,0.0,0.0,0.0
1,171,1,138.0,5,130.7,1,0,1,0,0,18,0.79,Dropout,0.0,0.0,0.0,0.0,0.0,0.0
17,9500,1,130.0,9,130.4,1,0,1,0,1,19,2.02,Graduate,0.0,7.5,7.5,7.5,14.128392857142856,0.0
17,9500,1,128.0,9,124.3,1,0,1,0,1,19,-4.06,Graduate,0.0,7.5,8.0,7.5,13.39125,0.0
1,9085,1,135.0,9,132.6,1,0,1,0,1,19,1.74,Graduate,0.0,5.0,5.0,5.0,14.1,0.0
44,8014,39,150.0,9,146.7,0,0,1,0,1,21,1.79,Graduate,2.5,6.0,6.0,6.0,14.25,0.0
1,9773,1,135.0,3,130.1,1,0,1,0,0,18,-4.06,Graduate,0.0,6.0,6.5,6.0,13.333333333333332,0.0
43,9254,3,120.0,9,120.0,1,0,1,0,0,33,-3.12,Graduate,9.0,11.5,16.5,10.5,13.513636363636365,0.0
7,8014,3,120.0,5,121.3,0,0,1,0,0,32,-1.7,Graduate,6.0,11.0,13.0,9.0,12.941558441558442,0.0
1,9500,1,140.0,1,133.3,1,0,1,0,1,17,-3.12,Graduate,0.0,8.0,8.0,8.0,13.41625,0.0
39,9500,1,140.0,9,110.5,0,0,1,0,0,31,-1.7,Dropout,0.0,7.5,0.0,0.0,0.0,0.0
39,8014,1,140.0,9,102.5,0,0,1,0,1,32,-4.06,Graduate,0.0,6.0,7.0,5.5,12.166666666666668,0.0
1,9085,1,156.0,3,150.9,1,0,1,0,0,18,2.02,Dropout,0.0,6.0,9.0,6.0,15.3125,0.0
51,9070,12,133.1,3,106.6,0,1,1,0,0,31,3.51,Enrolled,3.0,6.0,10.0,5.5,10.583333333333332,0.0
1,9254,1,120.0,9,118.3,0,0,1,1,0,20,3.51,Enrolled,0.0,6.0,8.5,5.5,12.62857142857143,0.0
43,9991,1,100.0,1,117.9,0,0,0,1,0,40,1.74,Dropout,0.0,5.0,5.5,0.0,0.0,0.0
1,9991,1,120.0,9,135.0,1,0,1,1,0,32,0.32,Graduate,0.0,5.0,5.0,5.0,14.5,0.0
7,9119,3,120.0,1,120.0,0,0,0,1,0,40,-1.7,Dropout,1.5,5.0,6.0,1.5,13.5,0.0
1,171,1,172.0,4,167.1,0,0,1,1,1,18,-0.92,Graduate,0.0,0.0,0.0,0.0,0.0,0.0
43,9991,1,120.0,9,115.8,0,1,0,1,0,28,-1.7,Dropout,2.5,7.5,10.0,2.5,10.0,0.0
16,9070,1,137.0,3,141.2,1,1,1,1,0,19,-3.12,Graduate,0.0,6.0,9.0,5.5,11.6,0.0
1,9773,1,117.0,5,118.4,0,0,1,1,1,19,-4.06,Graduate,0.0,6.0,9.5,4.5,12.416666666666668,0.0
1,9147,1,142.0,7,134.3,0,0,1,1,0,21,1.74,Dropout,0.0,5.0,0.0,0.0,0.0,0.0
17,9147,1,135.0,0,128.7,1,0,1,1,0,22,0.32,Dropout,0.0,5.0,9.0,1.0,5.25,0.0
17,9119,1,115.0,3,116.1,1,0,0,1,0,18,1.79,Dropout,0.0,5.0,7.5,5.0,13.035714285714285,0.0
39,171,1,110.0,5,100.0,1,0,1,1,0,27,-3.12,Dropout,0.0,0.0,0.0,0.0,0.0,0.0
1,171,1,123.0,2,118.8,0,0,1,1,0,19,3.51,Enrolled,3.0,8.5,9.0,3.5,10.5,0.0
43,9991,1,140.0,9,130.0,1,0,1,1,0,30,-3.12,Graduate,6.5,10.0,13.0,8.5,12.166666666666668,0.0
39,9130,39,150.0,4,150.0,0,0,1,1,0,28,-0.92,Dropout,0.0,6.0,8.5,0.5,5.0,0.5
39,9119,1,120.0,9,116.0,0,1,1,1,1,34,-3.12,Enrolled,0.0,5.0,12.0,1.5,14.0,0.0
17,9147,1,110.0,4,99.0,0,0,1,1,0,21,1.74,Enrolled,0.0,5.0,8.0,4.0,11.214285714285715,0.0
1,9238,1,133.0,9,132.0,0,0,1,1,1,20,-0.92,Graduate,0.0,6.0,10.0,5.5,11.357142857142858,0.0
43,9254,1,110.0,9,125.0,0,0,0,1,0,31,0.32,Dropout,3.0,7.5,15.5,5.0,12.083333333333332,0.0
17,9119,1,126.0,9,116.2,0,1,0,1,0,21,0.32,Dropout,0.0,5.0,8.5,2.0,11.25,1.0
39,9670,19,133.1,0,100.0,1,0,0,1,0,27,0.32,Dropout,0.0,5.0,7.0,2.0,10.833333333333332,0.5
1,9773,1,136.0,9,132.9,1,0,1,1,0,19,0.32,Graduate,0.0,6.0,11.5,4.5,12.525,0.0
17,9773,1,129.0,2,132.5,1,0,1,1,0,21,1.74,Enrolled,0.0,6.0,9.0,0.5,5.0,0.0
44,9003,39,140.0,4,140.0,1,0,0,1,0,21,-0.92,Dropout,0.0,6.0,13.5,1.0,6.25,0.0
43,9670,1,160.0,99,100.1,0,0,0,1,0,35,0.32,Dropout,5.0,9.5,9.5,5.5,12.196428571428571,0.0
39,9085,1,133.1,90,128.2,0,0,1,1,0,28,0.32,Dropout,0.0,5.0,9.0,3.0,11.666666666666668,0.0
17,9670,1,140.0,4,133.4,0,0,1,1,0,24,1.74,Enrolled,0.0,6.0,7.5,4.0,10.839285714285715,0.0
1,9773,1,142.0,5,136.1,1,0,0,1,0,19,-3.12,Dropout,0.0,5.0,4.0,0.0,0.0,0.5
17,9670,1,138.0,4,123.0,0,1,0,1,0,20,0.79,Enrolled,0.0,6.0,7.5,4.5,12.7,0.0
1,9070,1,131.0,4,130.3,1,0,1,1,1,20,-0.92,Graduate,0.0,6.0,7.0,6.0,12.75,1.0
1,9119,1,160.0,9,153.7,0,0,1,1,0,19,-3.12,Enrolled,0.0,5.0,7.0,1.5,11.5,0.0
39,9085,1,110.0,5,142.5,0,1,0,1,0,37,3.51,Dropout,4.0,7.0,7.0,4.0,11.833333333333332,0.0
1,9254,1,124.0,9,114.6,1,0,1,1,0,19,0.32,Dropout,0.0,6.0,12.5,1.5,12.5,0.0
39,9500,1,120.0,9,108.5,0,0,1,1,0,36,0.79,Dropout,0.0,7.0,12.5,0.0,0.0,0.0
39,9147,12,133.1,9,140.0,0,0,1,1,0,29,-3.12,Dropout,0.0,5.0,0.0,0.0,0.0,0.0
39,9003,1,133.1,9,120.0,0,0,1,1,0,30,0.79,Graduate,0.0,6.0,10.0,5.5,11.4875,0.0
51,9670,19,133.1,3,120.0,0,1,1,1,0,32,2.02,Dropout,0.5,6.0,11.0,1.0,6.0,0.0
1,8014,1,123.0,2,127.6,1,0,1,1,0,26,1.74,Enrolled,0.0,6.0,6.0,6.0,11.75,0.0
44,9003,39,140.0,4,140.0,0,0,1,1,0,37,-0.92,Dropout,0.0,6.0,20.0,1.5,11.25,0.5
39,9119,1,138.7,4,111.3,0,0,1,1,0,27,0.79,Dropout,1.5,6.0,7.0,2.5,11.5,0.0
1,9773,1,131.0,5,131.0,1,0,1,1,1,18,0.79,Graduate,0.0,6.0,7.5,5.5,12.273809523809524,0.0
1,9500,1,149.0,9,139.5,0,0,1,1,1,18,-3.12,Graduate,0.0,8.0,8.0,8.0,15.3,0.0
39,9003,19,133.1,4,110.0,0,0,0,1,0,32,-4.06,Dropout,1.0,7.5,10.5,1.0,5.75,1.0
44,9119,39,130.0,3,130.0,0,0,1,1,0,20,1.79,Enrolled,0.0,5.0,10.0,2.0,12.8,0.0
43,9003,1,120.0,1,115.0,0,0,1,1,0,22,-0.92,Dropout,0.0,6.0,11.0,0.0,0.0,0.0
39,9500,1,133.1,3,154.3,0,0,1,0,0,32,1.79,Dropout,0.0,7.5,0.0,0.0,0.0,0.0
1,9147,1,143.0,9,135.0,1,0,1,0,0,21,0.32,Enrolled,0.0,5.0,8.0,4.5,11.5,0.0
17,9670,1,126.0,4,115.2,0,0,0,0,0,19,1.74,Dropout,0.0,6.0,8.5,4.0,12.895833333333332,0.0
1,9773,1,125.0,9,130.6,1,0,1,0,1,18,3.51,Graduate,0.0,6.0,6.0,6.0,13.75,0.0
1,9147,1,123.0,9,117.4,1,0,1,0,1,18,3.51,Graduate,0.0,5.0,8.5,5.0,11.7,0.0
7,9147,2,150.0,2,150.0,1,1,0,0,0,38,-4.06,Dropout,0.0,5.0,5.5,0.0,0.0,0.0
17,9853,1,132.0,0,131.3,1,0,1,0,0,21,0.32,Dropout,0.0,6.0,8.0,4.5,11.15,0.0
1,9238,1,133.0,5,120.4,0,0,0,0,0,21,-3.12,Dropout,0.0,6.0,12.5,1.5,12.25,0.0
1,9991,1,122.0,9,113.6,0,0,1,1,0,26,0.32,Enrolled,0.0,5.0,10.5,2.5,11.75,0.0
1,9500,1,137.0,9,125.0,1,0,1,0,0,19,0.32,Graduate,0.0,7.0,7.0,6.0,14.616666666666667,0.0
